-74.5,49.5, PREC ,1997,2004,1,29.5,4.2,1.0,-0.0,0.5,0.4,4.2,0.9,0.2,2.8,0.2,0.1,0.0,0.0,0.5,0.0,1.4,0.0,1.1,1.6,0.2,2.4,2.2,0.4,0.1,2.0,1.2,0.1,0.1,-0.0,-0.0,0.2,1.3,3.5,1.7, Global
-74.5,49.5, PREC ,1997,2004,2,34.9,6.6,1.2,-0.0,0.7,0.1,0.1,6.6,0.3,0.5,3.1,0.3,2.5,2.7,0.4,0.5,4.5,0.9,0.1,0.1,0.2,0.4,0.2,0.1,3.4,5.1,0.1,-0.0,0.0,-0.0,-0.0,0.2,1.9, Global
-74.5,49.5, PREC ,1997,2004,3,56.6,13.2,1.8,-0.0,0.3,6.9,0.5,1.9,3.5,5.1,0.0,-0.0,-0.0,-0.0,-0.0,0.2,0.8,0.7,5.0,0.0,-0.0,-0.0,0.0,8.4,3.2,0.2,1.1,0.0,4.4,13.2,0.1,-0.0,-0.0,0.6,0.5, Global
-74.5,49.5, PREC ,1997,2004,4,96.3,43.8,3.2,-0.0,-0.0,-0.0,2.1,3.7,0.2,0.0,0.0,0.2,2.6,0.9,0.7,0.1,0.8,0.4,-0.0,-0.0,0.0,-0.0,43.8,0.4,12.3,7.5,-0.0,1.2,0.0,5.8,3.1,-0.0,9.3,0.7, Global
-74.5,49.5, PREC ,1997,2004,5,122.7,19.5,4.0,-0.0,14.9,19.4,8.1,0.0,0.0,5.0,1.5,0.0,0.1,7.2,1.1,0.0,8.2,19.5,6.6,-0.0,0.1,11.0,-0.0,8.6,0.3,-0.0,-0.0,-0.0,-0.0,6.1,0.8,3.7,0.5,-0.0,-0.0, Global
-74.5,49.5, PREC ,1997,2004,6,115.9,16.6,3.9,-0.0,2.9,2.0,2.1,0.0,-0.0,3.2,5.6,10.1,3.6,0.0,0.0,-0.0,-0.0,14.7,6.9,0.5,0.6,0.0,4.2,1.4,5.2,8.2,3.1,16.6,2.2,2.1,8.0,1.5,10.2,0.8, Global
-74.5,49.5, PREC ,1997,2004,7,126.0,22.9,4.1,-0.0,13.3,6.2,-0.0,-0.0,22.9,-0.0,2.1,2.7,4.7,0.0,0.0,5.2,10.2,14.5,10.9,11.4,0.1,-0.0,0.0,3.4,-0.0,15.3,0.1,-0.0,0.0,2.2,0.1,0.0,0.0,-0.0,0.6, Global
-74.5,49.5, PREC ,1997,2004,8,111.1,15.0,3.6,-0.0,2.1,0.9,5.5,0.2,0.7,1.0,0.2,0.9,0.5,9.8,9.8,4.6,0.7,7.3,0.0,0.5,0.0,4.4,5.8,2.4,0.2,3.9,15.0,0.0,-0.0,8.2,12.5,5.2,5.0,0.5,3.3, Global
-74.5,49.5, PREC ,1997,2004,9,64.2,29.2,2.1,-0.0,1.9,-0.0,29.2,0.2,0.2,0.8,2.0,-0.0,0.1,-0.0,0.1,4.5,0.0,-0.0,3.2,7.2,2.4,0.6,-0.0,0.5,0.2,1.1,-0.0,-0.0,0.4,0.4,4.4,4.8,-0.0,-0.0, Global
-74.5,49.5, PREC ,1997,2004,10,90.6,19.9,2.9,-0.0,-0.0,14.9,0.0,14.3,0.1,3.3,-0.0,0.9,19.9,4.6,0.0,-0.0,-0.0,0.4,3.1,8.1,3.2,2.1,0.1,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.9,0.5,0.1,-0.0,6.6,7.4, Global
-74.5,49.5, PREC ,1997,2004,11,80.4,10.3,2.7,-0.0,0.5,6.1,2.7,0.1,9.2,4.9,2.6,2.3,1.2,7.5,6.4,1.0,0.1,0.0,0.0,-0.0,0.5,1.2,1.1,0.2,4.6,1.1,0.3,1.9,9.1,1.5,0.8,10.3,1.7,1.3, Global
-74.5,49.5, PREC ,1997,2004,12,84.7,17.5,2.7,-0.0,2.2,0.3,0.1,5.4,1.4,0.1,0.4,15.2,0.3,0.5,1.4,0.1,0.3,0.7,0.1,3.0,3.7,2.2,5.9,0.1,2.8,1.3,17.5,1.6,0.0,-0.0,0.0,2.3,2.5,0.0,13.2, Global
